EV-2026-08-09-401,"Dunya siselenmis sarap (<2 l) ortalama ihracat fiyati 2025",4.53,EUR/litre,T3,"OIV — State of the World Wine Sector in 2025 (s.18)",https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,"Dunya ortalamasi; f/p segmenti bunun altinda. Katman L1 yakinsamasi."
EV-2026-08-09-402,"Dunya dokme sarap (>10 l) ortalama ihracat fiyati 2025",0.75,EUR/litre,T3,"OIV — State of the World Wine Sector in 2025 (s.18)",https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,"750 ml sivi karsiligi 0.56 EUR; kuru malzeme haric."
EV-2026-08-09-403,"OIV Table 5 — baslica ihracatcilarin 2025 hacim/deger ve siselenmis payi","tablo",mhl/bn EUR/%,T3,"OIV — State of the World Wine Sector in 2025 (Table 5)",https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,"Dikey yapi yuzdeleri tabloda 2024 basligiyla; metin bazi ulkeler icin 2025 verir."
EV-2026-08-09-404,"Ulke bazinda siselenmis sarap ortalama ihracat birim degeri 2025 (turetilmis)","IT 4.39 / ES 2.87 / FR 7.79 / CL 2.68 / AU 4.99 / PT 3.43 / ZA 2.72 / US 7.89 / AR 3.75",EUR/litre,T3,"Turetme — OIV Table 5",https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,MEDIUM,ESTIMATE,1y,-,global-sourcing-kasifi,-,-,"ULKE ORTALAMASI; f/p segmenti altinda. Katman L1."
EV-2026-08-09-405,"Turkiye 2025 HS 220421 ithalatinda mense bazli CIF birim degerleri","ES 2.71 / MD 2.46 / GE 2.57 / CL 2.89 / PT 3.20 / IT 3.65 / BG 3.89 / FR 6.27",USD/litre (CIF),T3,"UN Comtrade (raportor Turkiye)","https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2025&cmdCode=220421&flowCode=M&customsCode=C00&motCode=0",2026,2025,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,"KATMAN L2. Gumruk kiymeti tartismasi degildir."
EV-2026-08-09-406,"Turkiye 2024 HS 220421 ithalatinda mense bazli CIF birim degerleri","toplam 17619494 l / 66421236 USD / ort 3.77",USD/litre (CIF),T3,"UN Comtrade (raportor Turkiye)","https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2024&cmdCode=220421&flowCode=M&customsCode=C00&motCode=0",2025,2024,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,"Yil bazinda mense oynakligi yuksek (Yunanistan -%97, Bulgaristan sifirdan 1.38 m l)."
EV-2026-08-09-407,"Turkiye 2025'te HS 220429 (dokme sarap) ithalati pratikte sifir",628,litre,T3,"UN Comtrade (raportor Turkiye)","https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2025&cmdCode=220429&flowCode=M&customsCode=C00&motCode=0",2026,2025,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,"Bulk hipotezi icin sinyal. Nedeni bu ajanin alani degildir."
EV-2026-08-09-408,"Interbrosa (ES) private label MOQ = 4 palet / ~3000 sise per sarap",3000,sise,T4,"Interbrosa Family Wines — Private Brands",https://www.interbrosa.com/private-brands/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,C-401,"quote_type INDICATIVE. Pilot hacmi (5000 sise) ile uyumlu."
EV-2026-08-09-409,"Vina Maria (ES) private label MOQ = 1 x 20 ft karisik konteyner (2 SKU)","1 x 20ft mixed",konteyner,T4,"Vina Maria — Private Label OEM Wine",https://www.vinamaria.es/private-label-oem-wine,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,C-401,"quote_type INDICATIVE. Yillik uretim 15 m sise+. Fiyat listesi mevcut oldugu beyan ediliyor."
EV-2026-08-09-410,"The Wine Factory (FR) private label MOQ 3600 sise, lead time 4-6 hafta","3600 sise / 4-6 hafta",sise; hafta,T4,"The Wine Factory SARL, Gornac & Valros",https://www.twf-wines.com/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,C-401,"quote_type INDICATIVE. 'Odeme sonrasi' ifadesi pesin odeme ipucu; teyit edilmedi."
EV-2026-08-09-411,"FMS Wine Marketing (ZA) private label anahtar teslim ~4 hafta","~4",hafta,T4,"FMS Wine Marketing — Private Label & Bulk Wine",https://fms-wine-marketing.co.za/private-label-bulk-wine/,UNKNOWN,UNKNOWN,2026-08-09,LOW,FACT,90d,-,global-sourcing-kasifi,-,-,"MOQ UNKNOWN. Uretici degil pazarlama/aracilik firmasi — ek marj katmani riski."
EV-2026-08-09-412,"Origin Wine (ZA/UK) bespoke brands hizmeti; 100+ m litre/yil","100+",milyon litre/yil,T4,"Origin Wine kurumsal sitesi",https://origin.wine/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,"MOQ UNKNOWN. Coklu mense (ZA/AR/CH) — tedarikci bagimliligi riskini azaltabilir. Turkiye pazar listesinde yok."
EV-2026-08-09-413,"Kingston Estate (AU) Avustralya'nin en buyuk private brand ureticisi iddiasi; 50+ m litre/yil","50+",milyon litre/yil,T4,"Kingston Estate Wines — Bulk Wine / Private Label",https://www.kingstonestatewines.com/bulk-wine/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,"BULK odakli; siselenmis bitmis urun MOQ'su UNKNOWN. Haftada 50-70 x 24000 L flexitank."
EV-2026-08-09-414,"Scheid Family Wines (California) full-service private label programi","VAR",-,T4,"Scheid Family Wines — Private Label Brands",https://scheidfamilywines.com/pages/private-label-brands,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,"MOQ/fiyat/lead time UNKNOWN. Benchmark mensei (California) ile Model B eslesme adayi."
