"EV-2026-08-09-301","20DV (20ft standart dry) konteyner ic olculeri, dara ve azami payload","ic olcu 5.90 x 2.35 x 2.39 m; ic hacim ~33 m3; dara ~2.300 kg; azami payload ~28.200 kg","m / m3 / kg","T4","iContainers - 20-foot Container specs","https://www.icontainers.com/help/20-foot-container/","UNKNOWN","-","2026-08-09","MEDIUM","FACT","1y","-","navlun-lojistik-uzmani","-","-","Hesaplanan ic hacim 5.90*2.35*2.39 = 33.14 m3. Maersk resmi FAQ 20ft steel icin 33.2 m3 ve 28.300 kg payload veriyor (EV-...-302 ile capraz). Payload rakamlari kaynaklar arasi 26.000-28.300 kg araliginda degisiyor -> C-303."
"EV-2026-08-09-302","Maersk resmi kargo agirlik limiti sayfasina gore konteyner azami payload ve ic hacim degerleri","20ft steel: 28.300 kg / 33,2 m3 | 40ft steel: 28.870 kg / 67,7 m3 | 40ft High Cube steel: 28.690 kg / 76,4 m3","kg / m3","T3","Maersk - What is the weight limit for the cargo (Support FAQ)","https://www.maersk.com/support/faqs/cargo-weight-limit","UNKNOWN","-","2026-08-09","HIGH","FACT","1y","-","navlun-lojistik-uzmani","-","-","Tasiyicinin kendi resmi spec sayfasi. Sayfada 'agirlik limitleri ulkeye gore degisebilir' uyarisi var -> Turkiye karayolu limiti icin EV-...-309 baglayici."
"EV-2026-08-09-303","40HC konteyner ic olculeri (yaygin yayinlanan deger)","ic olcu ~12,03 x 2,35 x 2,69 m","m","T4","Hillebrand Gori FAQ - Containers (dis olcu) + sektor yayinlari","https://www.hillebrandgori.com/faq/containers","UNKNOWN","-","2026-08-09","LOW","ESTIMATE","1y","-","navlun-lojistik-uzmani","-","-","Hillebrand FAQ 40HC DIS olcuyu veriyor: 12,2 x 2,44 x 2,9 m. Ic olcu dogrudan T1-T3 kaynakla dogrulanamadi. Hesaplarda Maersk'in 76,4 m3 ic hacmi (EV-...-302) esas alinmistir; ic olcu yalnizca yukseklik/palet katman hesabinda gosterge olarak kullanildi."
"EV-2026-08-09-304","750 ml sarap sisesinde bos cam agirligi araligi","genel aralik 300-900 g; durgun sarapta tipik 420-550 g; hafifletilmis cam ~300-420 g; kopuklu 800-900 g","g","T5","Vinovest / WineLoversPage / ExpertWineStorage derlemesi","https://www.vinovest.co/blog/how-much-does-a-bottle-of-wine-weigh","2026","-","2026-08-09","LOW","ESTIMATE","180d","-","navlun-lojistik-uzmani","-","-","T5 seviyesinde derleme. Tedarikcinin gercek cam agirligi RFQ ile alinmali -> T-302. Model icin band kullanilmali, tek nokta degil."
"EV-2026-08-09-305","Dolu 750 ml sarap sisesinin brut agirligi (cam + sivi + kapak/kapsul/etiket)","1,16 - 1,32 kg (durgun sarap, hafif-standart cam); yayinlanan genel aralik 1,2 - 1,5 kg","kg","T5","Turetme: 750 ml sarap ~0,743 kg + cam 400-550 g + kapak/etiket ~10-15 g","https://www.vinovest.co/blog/how-much-does-a-bottle-of-wine-weigh","2026","-","2026-08-09","MEDIUM","ESTIMATE","180d","-","navlun-lojistik-uzmani","-","-","Turetme zinciri: sarap yogunlugu ~0,99 g/ml -> 750 ml = 743 g. + cam (EV-...-304) + kapak. Cellwind palet spec'inden geri hesap (EV-...-307) 1,26 kg/sise paketli degeriyle tutarli."
"EV-2026-08-09-306","12'li sarap kolisi brut agirligi ve bos karton agirligi","12'li koli brut 13,6-18 kg (gunluk tuketim sarabi 13,6-15 kg); bos oluklu mukavva koli + bolme 0,55 kg","kg","T4","Mistral Associates / Cellwind - Wine cases pallet capacity; Vinovest","https://www.mistralassociates.com/help/awmain/wcp_us.html","UNKNOWN","-","2026-08-09","MEDIUM","FACT","180d","-","navlun-lojistik-uzmani","-","-","Fiyat/performans segmenti hafif cam kullanir -> bandin alt ucu (13,6-15,5 kg) daha olasi. Tedarikci teyidi gerekli -> T-302."
"EV-2026-08-09-307","Palet basina sarap kolisi / sise adedi, brut agirlik ve yuklu palet yuksekligi (logistics spec sheet)","Std palet 1000x1200, 12'li koli, 4 katman: 60 koli / 720 sise / 927 kg brut / 1480 mm | 5 katman: 75 koli / 900 sise / 1154 kg / 1818 mm || Std palet, 6'li koli, 4 katman: 112 koli / 672 sise / 870 kg / 1480 mm | 5 katman: 140 koli / 840 sise / 1083 kg / 1818 mm || Euro palet 800x1200, 12'li, 4 katman: 48 koli / 576 sise / 751 kg / 1490 mm | 6'li, 4 katman: 100 koli / 600 sise / 780 kg / 1490 mm","adet / kg / mm","T4","Mistral Associates (Cellwind) - Wine cases pallet capacity","https://www.mistralassociates.com/help/awmain/wcp_us.html","UNKNOWN","-","2026-08-09","MEDIUM","FACT","180d","-","navlun-lojistik-uzmani","-","-","Ic tutarlilik kontrolu: 12'li 4 katman 927 kg - palet ~20 kg = 907 kg / 60 koli = 15,1 kg/koli -> 1,258 kg/sise paketli. 6'li 870-20=850/112=7,59 kg/koli -> 1,265 kg/sise. Iki format tutarli. Kolinin gercek olcusu sise sekline gore degisir (Burgundy sise cok daha hacimli) -> T-302."
"EV-2026-08-09-308","Yuklu paletin tavsiye edilen azami yuksekligi ve konteyner basina palet adetleri (icecek lojistigi uzmani)","Yuklu palet yuksekligi genel olarak 1,7 m'yi asmamali. Euro palet (1200x800): 20ft dry 11, 40ft dry 24, 20ft reefer 10, 40ft reefer 23. VMF blok palet (1200x1000): 20ft dry 10, 40ft dry 21, 20ft reefer 9, 40ft reefer 20","m / adet","T4","Hillebrand Gori - Optimising pallet types for safe and efficient transport","https://www.hillebrandgori.com/media/publication/pallet-types","2025-04-08","-","2026-08-09","MEDIUM","FACT","1y","-","navlun-lojistik-uzmani","-","C-301","Ayni firmanin baska makalesi (EV-...-309) 20ft icin 9 standart / 10 Euro palet diyor -> C-301 celiskisi."
"EV-2026-08-09-309","Konteyner basina palet adedi - ikinci Hillebrand Gori kaynagi (C-301 celiskisinin diger tarafi)","20ft: 9 standart palet (1x1,2 m) veya 10 Euro palet (0,8x1,2 m); 40ft: 20 standart palet veya 23 Euro palet. Palet basina 56'ya kadar koli, sarap tipik 4 katman istiflenir","adet","T4","Hillebrand Gori - Freight Containers: How They're Used In the Wine Industry","https://www.hillebrandgori.com/media/publication/freight-containers-how-they're-used-in-the-wine-industry","2022-10-28","-","2026-08-09","MEDIUM","CONFLICT","1y","-","navlun-lojistik-uzmani","-","C-301","2023'te guncellenmis. EV-...-308 ile celisiyor (20ft: 9-10 vs 10-11 palet). Kapasite hesaplarinda 9-11 palet BANDI kullanilmistir, tek sayi degil."
"EV-2026-08-09-310","Turkiye karayolunda ISO konteyner tasiyan yari romorklu araclarda azami yuklu agirlik","Konteyner tasiyan yari romorklu araclarda (ISO Konteynerli 3-S2/3): 44 ton. Bes veya daha cok dingilli yari romorklu/romorklu katarlarda: 40 ton. Agirlik kontrolunde azami yuklu agirligin en cok %5'i kadar tarti toleransi taninir","ton","T2","Karayollari Genel Mudurlugu - Karayollari Trafik Yonetmeligi Madde 128 (Araclarin Olcu ve Agirliklari)","https://www.kgm.gov.tr/SiteCollectionDocuments/KGMdocuments/Trafik/KanunYonetmelik/128MaddeDegisiklik.pdf","UNKNOWN","UNKNOWN","2026-08-09","HIGH","FACT","1y","webfetch PDF cikarimi (pdftotext) - 10-evidence/raw/snapshots/ktk-128.txt (ALINMADI)","navlun-lojistik-uzmani","-","-","KRITIK: konteynerin kendi payload'i (28,2-28,7 t) degil, Turkiye karayolu 44 t GVW limiti pratikte baglayici olabilir. Cekici+sasi darasi bu karta dahil DEGIL -> UNKNOWN, ASSUMPTION olarak modellendi. Yururluk tarihi belgede acik degil -> gumruk/mevzuat degil trafik yonetmeligi oldugu icin risk dusuk."
