EV-2026-08-10-101,"3065 sayili KDV Kanunu md.29/1-b uyarinca ITHAL OLUNAN MAL VE HIZMETLER DOLAYISIYLA ODENEN KDV, mukellefin vergiye tabi islemleri uzerinden hesaplanan KDV'den INDIRILEBILIR.",Ithalatta odenen KDV INDIRILEBILIR (md.29/1-b),-,T1,3065 sayili Katma Deger Vergisi Kanunu md.29/1-b (konsolide metin),https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,1984-11-02,1985-01-01,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"Madde metni: 'Mukellefler, yaptiklari vergiye tabi islemler uzerinden hesaplanan katma deger vergisinden, bu Kanunda aksine hukum olmadikca, faaliyetlerine iliskin olarak asagidaki vergileri indirebilirler: ... b) Ithal olunan mal ve hizmetler dolayisiyla ODENEN katma deger vergisi'. Bent (b) Kanunun asli metnindedir, sonradan eklenmemistir -> yururluk 1/1/1985 (md.62). 'ODENEN' ifadesi onemlidir: gumrukte fiilen odenmemis KDV indirilemez. Bu kart OQ-G01'in birinci ayagini kapatir ve EV-2026-08-09 turundaki 'UNKNOWN' kaydini asar."
EV-2026-08-10-102,"KDV Kanunu md.34/1: ithal olunan mala ait KDV, GUMRUK MAKBUZU uzerinde ayrica gosterilmek VE bu vesikalar KANUNI DEFTERLERE KAYDEDILMEK sartiyla indirilebilir.",Sart: gumruk makbuzunda ayrica gosterim + kanuni deftere kayit,-,T1,3065 sayili KDV Kanunu md.34/1 (ve md.47: 'Ithal sirasinda alinan KDV gumruk makbuzunda ayrica gosterilir'),https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,1984-11-02,1985-01-01,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"Indirim SEKLI ve BELGESI. md.47 gumruk idaresine KDV'yi makbuzda ayrica gosterme yukumlulugu verdigi icin belge sarti yapisal olarak saglanir. Operasyonel sonuc: ithalatcinin gumruk makbuzunu (odeme belgesini) muhasebe kayitlarina ALDIGI DONEM indirim donemidir. Bu, cash_tax_timing'in baslangic noktasidir."
EV-2026-08-10-103,KDV Kanunu md.30'un TAM METNI tarandi; indirilemeyecek KDV listesinde ALKOLLU ICKI / SARAP TICARETINE OZGU HICBIR HUKUM YOKTUR.,"md.30 bentleri: a,b,c,d,e — alkolle ilgili ozel kisitlama YOK",-,T1,"3065 sayili KDV Kanunu md.30 (konsolide metin, tam metin taramasi)",https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,1984-11-02,2019-01-01,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"md.30 bentleri: (a) vergiye tabi olmayan/istisna teslimlere iliskin KDV, (b) binek otomobil, (c) zayi olan mallar, (d) GVK/KVK'ya gore kazancin tespitinde indirimi kabul edilmeyen giderler dolayisiyla odenen KDV, (e) degersiz hale gelen alacaklara iliskin alici tarafindan odenmeyen KDV. ONEMLI METODOLOJIK NOT: md.30 TAHDIDI (numerus clausus) bir listedir — 'Asagidaki vergiler ... indirilemez'. Bu nedenle burada YER ALMAMA, sirf negatif arama sonucu degil, HUKMEN yer almama anlamina gelir. Gozetim tebligi aramasindan (EV-2026-08-09-125) YAPISAL OLARAK FARKLIDIR. TEK DOLAYLI BAG: md.30/d -> KVK md.11/1-(i) alkollu icki REKLAM giderlerinin %50'si KKEG oldugu icin O GIDERLERE ait KDV indirilemez. Bkz. EV-2026-08-10-113. Bu, MALIN KENDISINE ait ithalat KDV'sini ETKILEMEZ. Yururluk: son degisiklik 7104 s.K. (1/1/2019); 7524 s.K. ile 1/1/2030'da eklenecek (f) bendi icin bkz. EV-2026-08-10-112."
EV-2026-08-10-104,"KDV Kanunu md.29/2: bir donemde indirilecek KDV, hesaplanan KDV'yi asarsa aradaki fark SONRAKI DONEMLERE DEVROLUNUR VE IADE EDILMEZ; nakit iade hakki yalnizca md.28 uyarinca vergi nispeti INDIRILEN teslimler icin dogar.","Devreden KDV: ileriye tasinir, IADE EDILMEZ (indirimli oran istisnasi haric)",-,T1,3065 sayili KDV Kanunu md.29/2 (Degisik: 25/12/2003-5035/9 md.),https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,2003-12-31,2004-01-01,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"Madde metni: '...aradaki fark sonraki donemlere devrolunur ve iade edilmez. Su kadar ki, 28 inci madde uyarinca Cumhurbaskani tarafindan vergi nispeti indirilen teslim ve hizmetlerle ilgili olup ... indirilemeyen ... vergi ... mahsuben odenir.' SARABA UYGULAMA: sarabin yurt ici teslimi GENEL ORAN %20'dir (EV-2026-08-09-118), indirimli oran listelerinde yer almaz -> md.29/2'nin iade istisnasi UYGULANMAZ. Ayrica ithalatci yurt ici satis yapiyorsa md.32 kapsaminda (ihracat vb.) iade hakki doguran islemi de yoktur. SONUC: devreden KDV NAKDEN IADE EDILMEZ, yalnizca ileriki donemlerin hesaplanan KDV'sinden mahsup edilerek geri kazanilir. peak_cash_requirement uzerindeki tek belirleyici budur."
EV-2026-08-10-105,"KDV Kanunu md.29/3: indirim hakki, vergiyi doguran olayin vuku buldugu TAKVIM YILINI TAKIP EDEN TAKVIM YILI asilmamak sartiyla, ilgili vesikalarin kanuni defterlere kaydedildigi vergilendirme doneminde kullanilabilir.",Indirim hakki suresi: VDO yili + 1 takvim yili sonuna kadar,-,T1,3065 sayili KDV Kanunu md.29/3 (Ek: 3/6/1986-3297/9; Degisik: 29/3/2018-7104/8),https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,2018-04-06,2019-01-01,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"Ornek: gumruk beyannamesi 2027-03-15'te tescil edilip KDV odenirse, indirim hakki EN GEC 31/12/2028'e kadar kullanilabilir. Bu, indirim hakkinin ZAMANASIMI sinirdir; devreden KDV'nin ileriye tasinmasindan (md.29/2) FARKLI bir konudur — bir kez indirime konu edilen KDV devreden hesabinda sinirsiz (2030'a kadar, bkz. EV-2026-08-10-112) tasinir. MODEL ICIN: gumruk makbuzunun deftere kaydi gecikirse indirim GECIKIR ama (2 takvim yili icinde kalindigi surece) KAYBOLMAZ."
EV-2026-08-10-106,"KDV Kanunu md.10/i: ITHALATTA vergiyi doguran olay, Gumruk Kanununa gore GUMRUK VERGISI ODEME MUKELLEFIYETININ BASLAMASI anidir (gumruk vergisine tabi olmayan islemlerde gumruk beyannamesinin tescili).",VDO = gumruk vergisi odeme mukellefiyetinin baslamasi (fiilen: serbest dolasima giris beyannamesinin tescili),-,T1,3065 sayili KDV Kanunu md.10/i (Degisik: 22/7/1998-4369/81 md.),https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,1998-07-29,1998-07-29,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"Gumruk Kanunu md.181/1-a ile birlikte okundugunda (EV-2026-08-09-122): ithalatta gumruk yukumlulugu serbest dolasima giris beyannamesinin TESCIL TARIHINDE baslar. Dolayisiyla ithalat KDV'sinde vergiyi doguran olay = tescil tarihi. ANTREPO BAGLANTISI: antrepoda bekleyen esyada tescil yapilmadigi icin KDV de DOGMAZ — yani antrepo, KDV'nin nakit cikisini da oteler (EV-2026-08-09-122 ile tutarli). md.29/3'teki takvim yili sayaci BU TARIHTEN baslar."
EV-2026-08-10-107,"KDV Kanunu md.46/2: ITHALDE ALINAN KDV, GUMRUK VERGISI ILE BIRLIKTE VE AYNI ZAMANDA odenir. md.47: ithal sirasinda alinan KDV gumruk makbuzunda ayrica gosterilir. md.43/4: ithalde alinan KDV ilgili gumruk idaresince tarholunur.","Ithalat KDV'si gumrukte, gumruk vergisi ile ayni anda odenir",-,T1,"3065 sayili KDV Kanunu md.46/2, md.47, md.43/4",https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,1984-11-02,1985-01-01,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"EV-2026-08-09-126 (T2) ile ayni sonucu T1 seviyesinde dogrular; onu SUPERSEDE ETMEZ, TIER'INI YUKSELTIR. cash_tax_timing'in t0 anini tanimlar: KDV nakit cikisi = gumruk vergisi ve OTV ile AYNI GUN. Uc verginin de nakit cikis ani ayni; FARK, sadece KDV'nin geri kazanilabilir olmasidir (EV-2026-08-10-101 vs EV-2026-08-09-124)."
EV-2026-08-10-108,"KDV Kanunu md.21 tam metni: ithalatta KDV matrahi = (a) gumruk vergisi tarhina esas kiymet + (b) ITHALAT SIRASINDA ODENEN HER TURLU VERGI, RESIM, HARC VE PAYLAR + (c) gumruk beyannamesinin tescil tarihine kadar yapilan diger gider ve odemelerden vergilendirilmeyenler + (c-cedilli, Ek 2025) teminat karsiligi ithalatta OTV teminat tutari.",KDV matrahi = CIF + GV + (OTV dahil) ithalatta odenen tum vergi/resim/harc/paylar + tescile kadarki diger giderler,-,T1,3065 sayili KDV Kanunu md.21 (bent (c-cedilli) Ek: 20/7/2025-7555/8 md.),https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,1984-11-02,1985-01-01,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"TUR 1'de kurulan matrah zincirini (EV-2026-08-09-117) TAM METINLE TEYIT EDER: OTV, md.21/b 'ithalat sirasinda odenen her turlu vergi, resim, harc ve paylar' kapsaminda KDV matrahina DAHILDIR; gumruk vergisi ise md.21/a uzerinden zaten dahildir. YENI BULGU: 7555 s.K. ile eklenen (c-cedilli) bendi, OTVK md.16/4 uyarinca TEMINAT KARSILIGI ithal edilen malda teminata esas OTV tutarinin da KDV matrahina girecegini duzenler. Bu bendin yururluk tarihi bu turda ayrica DOGRULANMADI ve baz senaryoda UYGULANMAZ (sarapta OTV gumrukte fiilen odenir, teminata baglanmaz) -> etkisi YOK. Matrah zincirinde DEGISIKLIK GEREKTIRMEZ."
EV-2026-08-10-109,GIB 'Beyanname Verme ve Odeme Sureleri' tablosu: KDV Beyannamesi vergilendirme donemini takip eden ayin 28 inci gunu saat 23.59'a kadar verilir; odeme beyanname verme suresi icinde yapilir (dayanak: 149 No.lu Vergi Usul Kanunu Sirkuleri).,28 (takip eden ayin gunu),gun,T2,Gelir Idaresi Baskanligi — Beyanname Verme ve Odeme Sureleri (yararli bilgiler),https://cdn.gib.gov.tr/api/gibportal-file/file/getFileResources?objectKey=arsiv%2Fyardim-kaynaklar%2Fyararli-bilgiler%2FBeyannameVermeveOdemeSureleri.pdf,UNKNOWN,UNKNOWN,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/gumruk-vergi/GIB-beyanname-verme-ve-odeme-sureleri.pdf,gumruk-vergi-uzmani,-,-,"KANUNI sure md.41/1'de 24 uncu gun, md.46/1'de 26 nci gundur (EV-2026-08-10-110). GIB bunu VUK md.28 yetkisine dayanan 149 No.lu Sirkuler ile 28 inci gune UZATMISTIR. UYARI: 149 No.lu Sirkuler'in TARIHI bu turda dogrulanamadi (GIB sayfalari JS ile render ediliyor, dogrudan PDF ucnoktasi baglantiyi resetliyor) -> effective_date UNKNOWN. MODELDE KULLANIM: nakit gecikmesi hesabinda 28 inci gun MUHAFAZAKAR (daha uzun gecikme) oldugu icin baz alinmistir. 24/26 kullanilirsa gecikme 2-4 gun KISALIR — yon lehte, buyukluk ihmal edilebilir."
EV-2026-08-10-110,KDV Kanunu md.41/1 ve md.46/1 KANUNI sureler: beyanname vergilendirme donemini takip eden ayin 24 uncu gunu aksamina kadar verilir; vergi beyanname verilecek ayin 26 nci gunu aksamina kadar odenir.,beyan 24 / odeme 26 (takip eden ayin gunu),gun,T1,3065 sayili KDV Kanunu md.41/1 ve md.46/1,https://www.mevzuat.gov.tr/mevzuatmetin/1.5.3065.pdf,2007-04-04,2007-04-04,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/gumruk-vergi/KDV-Kanunu-3065-md10-md21-md29-md30-md34-md39-md41-md46-md47-alinti.txt,gumruk-vergi-uzmani,-,-,"md.41/1'deki gun 5615 s.K. (2007) ile 'yirmidorduncu' olmustur. md.46/1 'yirmialtinci gun'. GIB idari uzatma ile fiilen 28 inci gunu uygulamaktadir (EV-2026-08-10-109). CELISKI DEGILDIR: biri kanuni ust sinir, digeri VUK md.28 yetkisine dayanan idari uzatmadir (kapsam farki). Model MUHAFAZAKAR olan 28'i kullanir."
