EV-2026-08-10-601,"6585 s. Perakende Ticaretin Duzenlenmesi Hakkinda Kanun m.6/2(d) (7435 s.K. m.13 ile degisik, yururluk 01.01.2024): perakendeci, urun talebini DOGRUDAN ETKILEYEN bir hizmet vermedigi halde ya da verdigi hizmetin TURUNU ve hizmet bedelinin TUTAR/ORANINI SOZLESMEDE BELIRTMEDIGI halde prim ve bedel alamaz; aksi her durumda haksiz ticari uygulamadir.","Listeleme/raf/teshir bedeli YASAL OLARAK MUMKUNDUR; sarti (i) fiilen verilen ve talebi dogrudan etkileyen bir hizmet, (ii) hizmet turu + bedel tutari/orani sozlesmede yazili olmasidir. Magaza acilisi/tadilati, ciro acigi, banka-kredi karti katilim bedeli HER DURUMDA yasaktir.",-,T3,"Perakende Ticaretin Duzenlenmesi Hakkinda Kanun (6585), konsolide metin (Lexpera)",https://www.lexpera.com.tr/mevzuat/kanunlar/perakende-ticaretin-duzenlenmesi-hakkinda-kanun-6585,2015-01-29,2024-01-01,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/kanal-marj/K6585-konsolide-m6-m7.txt,kanal-marj-uzmani,-,-,"MODEL ANLAMI: 'zincir market listeleme bedeli isteyemez' varsayimi YANLIS olurdu. Bedel mesrudur ama SOZLESMEYE YAZILMAK ZORUNDADIR -> pazarlikta tutar/oran gorunur olacaktir, gizli kalem olamaz. ICERIK T1 KANUN/YONETMELIK METNIDIR; ERISIM T3 TICARI KONSOLIDE VERI TABANI UZERINDENDIR. mevzuat.gov.tr WebFetch'te HTTP 503, curl'de TLS zincir hatasi (EV-2026-08-10-622); resmigazete.gov.tr HTTP 503. Bu nedenle tier T3 verilmistir ve T1 dogrulamasi T-601 ile mevzuat-ruhsat-uzmani'ndan istenmistir. CLAUDE.md §2 geregi bu kart tek basina T1 sonucu DEGILDIR."
EV-2026-08-10-602,"6585 m.7/3 (7435 s.K. m.14 ile eklenen fikra, yururluk 01.01.2024): otuz gun icinde bozulabilenler DISINDA kalan tarim ve gida urunlerine iliskin odemelerin suresi, alacaklinin kucuk / borclunun orta veya buyuk olcekli ya da alacaklinin orta / borclunun buyuk olcekli olmasi durumunda ALTMIS GUNU GECEMEZ.",60,gun,T3,6585 s.K. m.7/3 konsolide metin (Lexpera) + Perakende Ticarette Uygulanacak Ilke ve Kurallar Hk. Yonetmelik m.5/3,https://www.lexpera.com.tr/mevzuat/kanunlar/perakende-ticaretin-duzenlenmesi-hakkinda-kanun-6585,2023-02-01,2024-01-01,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/kanal-marj/K6585-konsolide-m6-m7.txt,kanal-marj-uzmani,-,C-601,"BU KARTIN KAPSAMI: kuralin VARLIGI ve METNI. SARABIN bu kural kapsaminda 'tarim ve gida urunu' sayilip sayilmadigi BU KARTLA KANITLANMAZ -> T-601 (mevzuat-ruhsat-uzmani). m.7/4: sure teslim veya mulkiyetin devri tarihlerinden hangisi ONCE ise ondan baslar; ispat yuku BORCLUDADIR. m.7/5: duzenlenmeyen hususlarda TTK m.1530 uygulanir. ICERIK T1 KANUN/YONETMELIK METNIDIR; ERISIM T3 TICARI KONSOLIDE VERI TABANI UZERINDENDIR. mevzuat.gov.tr WebFetch'te HTTP 503, curl'de TLS zincir hatasi (EV-2026-08-10-622); resmigazete.gov.tr HTTP 503. Bu nedenle tier T3 verilmistir ve T1 dogrulamasi T-601 ile mevzuat-ruhsat-uzmani'ndan istenmistir. CLAUDE.md §2 geregi bu kart tek basina T1 sonucu DEGILDIR."
EV-2026-08-10-603,"6585 m.18/1(b) (7435 s.K. m.16, yururluk 01.01.2024): m.7/2 ve m.7/3'teki odeme surelerine aykirilikta idari para cezasi, suresinde odenmeyen tutari gecmemek uzere, otuz gune kadar sure asiminda her gun icin bu tutarin BINDE BESI, otuz gunden sonraki sure asiminda her gun icin YUZDE BIRI oranindadir.","0,5 promil/gun (ilk 30 gun) + 1%/gun (30 gun sonrasi), tavan = sureside odenmeyen tutar",%,T3,6585 s.K. m.18/1(b) konsolide metin (Lexpera),https://www.lexpera.com.tr/mevzuat/kanunlar/perakende-ticaretin-duzenlenmesi-hakkinda-kanun-6585,2023-02-01,2024-01-01,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/kanal-marj/K6585-konsolide-m18-ceza.txt,kanal-marj-uzmani,-,-,"MODEL ANLAMI: 60 gun kuralinin arkasinda gercek bir yaptirim vardir; kural 'kagit uzerinde' degildir. Yine de yaptirimi isletmek IHBAR/DENETIM gerektirir ve kucuk tedarikci bunu fiilen kullanamayabilir. ICERIK T1 KANUN/YONETMELIK METNIDIR; ERISIM T3 TICARI KONSOLIDE VERI TABANI UZERINDENDIR. mevzuat.gov.tr WebFetch'te HTTP 503, curl'de TLS zincir hatasi (EV-2026-08-10-622); resmigazete.gov.tr HTTP 503. Bu nedenle tier T3 verilmistir ve T1 dogrulamasi T-601 ile mevzuat-ruhsat-uzmani'ndan istenmistir. CLAUDE.md §2 geregi bu kart tek basina T1 sonucu DEGILDIR."
EV-2026-08-10-604,"Perakende Ticarette Uygulanacak Ilke ve Kurallar Hk. Yonetmelik m.3/1(v): 'Otuz gun icinde bozulabilen tarim ve gida urunu' TAHDIDI olarak sayilmistir (islenmemis sebze-meyve, islenmemis kirmizi et, kanatli eti, su urunleri, sakatat, mantar, yumurta, sut ve sut urunleri, unlu mamuller, tuketime hazir gida maddeleri, kismen pismis urunler + Bakanlik karari ile eklenenler). SARAP bu listede YOKTUR. Ayrica m.3/1(h): 'Hizli tuketim mali: Gida, ICECEK, temizlik ve kisisel bakim urunlerini' ifade eder.",sarap listede yok -> 30-gun bozulabilir sinifi DISINDA; sarap 'icecek' olarak hizli tuketim malidir,-,T3,"Perakende Ticarette Uygulanacak Ilke ve Kurallar Hk. Yonetmelik, konsolide metin (Lexpera)",https://www.lexpera.com.tr/mevzuat/yonetmelikler/perakende-ticarette-uygulanacak-ilke-ve-kurallar-hakkinda-yonetmelik,2016-08-06,2024-01-01,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/kanal-marj/Perakende-Yonetmelik-m3-tanimlar-m5-haksiz-uygulamalar.txt,kanal-marj-uzmani,-,-,"TURETME ZINCIRI ICIN KRITIK: sarap 30-gun listesinde olmadigi icin 30/45 gun kurali degil, 60 gun kurali (m.5/3) yolu acilir. Ama bu ancak sarap 'tarim ve gida urunu' ise gecerlidir -> T-601. ICERIK T1 KANUN/YONETMELIK METNIDIR; ERISIM T3 TICARI KONSOLIDE VERI TABANI UZERINDENDIR. mevzuat.gov.tr WebFetch'te HTTP 503, curl'de TLS zincir hatasi (EV-2026-08-10-622); resmigazete.gov.tr HTTP 503. Bu nedenle tier T3 verilmistir ve T1 dogrulamasi T-601 ile mevzuat-ruhsat-uzmani'ndan istenmistir. CLAUDE.md §2 geregi bu kart tek basina T1 sonucu DEGILDIR."
EV-2026-08-10-605,"Perakende Yonetmelik m.5/2(d): perakendecinin prim/bedel alabilmesi icin verdigi hizmet ornekleri metinde IKI GRUPTUR: (i) 'aktivite, reklam, dergi, anons ve benzeri sekillerde TANITIM HIZMETI', (ii) 'TESHIR UNITELERINDE OZEL KONUMLANDIRMA HIZMETI'. Bedel alinabilmesi icin hizmetin TURU, SURESI ve/veya SAYISI ile bedelin TUTAR ya da ORANI sozlesmede belirtilmelidir.","iki mesru hizmet kategorisi: (1) tanitim hizmeti, (2) teshir unitelerinde ozel konumlandirma",-,T3,"Perakende Ticarette Uygulanacak Ilke ve Kurallar Hk. Yonetmelik m.5/2(d), konsolide metin (Lexpera)",https://www.lexpera.com.tr/mevzuat/yonetmelikler/perakende-ticarette-uygulanacak-ilke-ve-kurallar-hakkinda-yonetmelik,2023-12-14,2024-01-01,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/kanal-marj/Perakende-Yonetmelik-m3-tanimlar-m5-haksiz-uygulamalar.txt,kanal-marj-uzmani,-,-,"KANAL EKONOMISI ACISINDAN EN ONEMLI YAPISAL SONUC: alkolde reklam/tanitim KABUL EDILMIS BIR IS KISITI olarak YOKTUR (IP-2001 / T-205 / EV-2026-08-09-222, -223). Dolayisiyla iki mesru hizmet kategorisinden BIRINCISI sarap icin fiilen satin alinamaz; geriye YALNIZCA fiziksel konumlandirma kalir. Bu, saraptaki 'listeleme bedeli' pazarliginin FMCG'deki muadilinden YAPISAL OLARAK DAR bir zeminde yurudugu anlamina gelir. Bu kart 7584 kapsamini YENIDEN ARASTIRMAZ; kisiti VERI olarak kullanir. ICERIK T1 KANUN/YONETMELIK METNIDIR; ERISIM T3 TICARI KONSOLIDE VERI TABANI UZERINDENDIR. mevzuat.gov.tr WebFetch'te HTTP 503, curl'de TLS zincir hatasi (EV-2026-08-10-622); resmigazete.gov.tr HTTP 503. Bu nedenle tier T3 verilmistir ve T1 dogrulamasi T-601 ile mevzuat-ruhsat-uzmani'ndan istenmistir. CLAUDE.md §2 geregi bu kart tek basina T1 sonucu DEGILDIR."
EV-2026-08-10-606,Perakende Yonetmelik m.5/3(c) satilamama gerekcesiyle iadeyi YALNIZCA otuz gun icinde bozulabilen tarim ve gida urunleri icin haksiz uygulama sayar; m.12/C'deki en fazla YUZDE BES iade siniri ise YALNIZCA azami fiyatlari tarifeyle belirlenen hizli tuketim mallari icindir. Sarap her iki hukmun de KAPSAMI DISINDADIR.,sarapta satilmayan urun iadesi icin YASAL SINIR YOK; iade tamamen SOZLESMESELDIR,-,T3,"Perakende Ticarette Uygulanacak Ilke ve Kurallar Hk. Yonetmelik m.5/3(c) ve m.12/C, konsolide metin (Lexpera)",https://www.lexpera.com.tr/mevzuat/yonetmelikler/perakende-ticarette-uygulanacak-ilke-ve-kurallar-hakkinda-yonetmelik,2023-12-14,2024-01-01,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/kanal-marj/Perakende-Yonetmelik-m12C-iade.txt,kanal-marj-uzmani,-,-,"ASIMETRI UYARISI: sut/ekmek gibi urunleri koruyan iade hukumleri sarabi KORUMAZ. Yani 'iade riski yoktur' varsayimi YANLISTIR; iade riski TAMAMEN yillik sozlesme pazarliginda belirlenir ve UNKNOWN'dir. ICERIK T1 KANUN/YONETMELIK METNIDIR; ERISIM T3 TICARI KONSOLIDE VERI TABANI UZERINDENDIR. mevzuat.gov.tr WebFetch'te HTTP 503, curl'de TLS zincir hatasi (EV-2026-08-10-622); resmigazete.gov.tr HTTP 503. Bu nedenle tier T3 verilmistir ve T1 dogrulamasi T-601 ile mevzuat-ruhsat-uzmani'ndan istenmistir. CLAUDE.md §2 geregi bu kart tek basina T1 sonucu DEGILDIR."
EV-2026-08-10-607,"Perakende Yonetmelik m.5/6: m.5/2 ve m.5/3'teki odeme suresi tavanlarinin uygulanabilmesi icin BORCLU, e-Devlet uzerinden alinan 'Isletme Sinifi ve KOBI Vasfi Belgesi'ni ALACAKLIDAN TALEP ETMEK ve kendi belgesini ALACAKLIYA VERMEK zorundadir.",olcek tespiti icin karsilikli KOBI Vasfi Belgesi degisimi ZORUNLU,-,T3,"Perakende Ticarette Uygulanacak Ilke ve Kurallar Hk. Yonetmelik m.5/6, konsolide metin (Lexpera)",https://www.lexpera.com.tr/mevzuat/yonetmelikler/perakende-ticarette-uygulanacak-ilke-ve-kurallar-hakkinda-yonetmelik,2023-12-14,2024-01-01,2026-08-10,MEDIUM,FACT,180d,10-evidence/raw/snapshots/kanal-marj/Perakende-Yonetmelik-m5-odeme-sureleri.txt,kanal-marj-uzmani,-,-,"OPERASYONEL SONUC: 60 gun tavani otomatik degildir; belge degisimi yapilmazsa fiili vade sozlesmede yazan sey olur. Bu, 'yasal tavan var' ile 'yasal tavan uygulanir' arasindaki farktir ve TUR 7 kanal gorusmesinde SORULMASI GEREKEN bir maddedir. ICERIK T1 KANUN/YONETMELIK METNIDIR; ERISIM T3 TICARI KONSOLIDE VERI TABANI UZERINDENDIR. mevzuat.gov.tr WebFetch'te HTTP 503, curl'de TLS zincir hatasi (EV-2026-08-10-622); resmigazete.gov.tr HTTP 503. Bu nedenle tier T3 verilmistir ve T1 dogrulamasi T-601 ile mevzuat-ruhsat-uzmani'ndan istenmistir. CLAUDE.md §2 geregi bu kart tek basina T1 sonucu DEGILDIR."
EV-2026-08-10-608,"6585 s.K.'nin TBMM'de kabul edilen ORIJINAL 2015 metninde m.6 kenar basligi 'Prim ve bedel talebi' idi ve m.6/2 'reklam, anons veya RAF TAHSISI gibi hizmetlerden dolayi ... sozlesmede TURU VE ORANI belirtilmedikce prim ya da bedel talebinde bulunamaz; prim/bedel talebine konu urunun sozlesme suresince RAFTA SATISA SUNULMASI ZORUNLUDUR' diyordu.",orijinal 2015 metni: raf tahsisi karsiligi bedel mesru + urun sozlesme suresince rafta tutulmak ZORUNDA,-,T2,TBMM Kanunlar Dergisi / TBMM CDN yayimlanan kanun metni (6585),https://cdn.tbmm.gov.tr/KKBSPublicFile/D24/Y4/T1/KanunMetni/faa7b1f8-c950-48e6-91eb-91da13929326.html,2015-01-29,2015-01-29,2026-08-10,HIGH,SUPERSEDED,180d,10-evidence/raw/snapshots/kanal-marj/K6585-TBMM-orijinal-m6-m7.txt,kanal-marj-uzmani,-,-,"STATU: bu METIN 7435 s.K. (01.01.2024) ile DEGISMISTIR; guncel hukum icin EV-2026-08-10-601. Kart iki nedenle tutuluyor: (1) resmi bir kaynaktan (TBMM) T2 duzeyinde dogrulama saglar ve konsolide metnin dogru okundugunu destekler; (2) ORIJINAL metindeki 'urun sozlesme suresince rafta satisa sunulmak zorundadir' korumasi 2024 metninde AYNEN GORUNMEMEKTEDIR — bu, listeleme bedeli odeyip rafta kalamama riski acisindan MODELE GIREN bir farktir ve T-601 ile dogrulanmalidir."
EV-2026-08-10-609,"Rekabet Kurumu Turkiye HTM Perakendeciligi Sektor Incelemesi ON RAPORU (Subat 2021) para.245: sut ureticileri verisinde 2020 yili icin ORGANIZE PERAKENDE kanalindaki ORTALAMA ODEME VADESI 70 GUNDUR; distributorlere gore 21 gun, kucuk perakendecilere gore 23 gun daha uzundur. 2011-2020'de organize kanal vadesi 64 gunden 70 gune cikmistir.",organize/zincir kanal 70 gun; distributor ~49 gun; geleneksel kucuk perakende ~47 gun (2020),gun,T2,"Rekabet Kurumu, Turkiye HTM Perakendeciligi Sektor Incelemesi On Raporu, Subat 2021, s.98-99, para.244-245",https://www.rekabet.gov.tr/Dosya/geneldosya/htm-perakendeciligi-sektor-incelemesi-on-raporu-pdf,2021-02-05,2021-02-05,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/kanal-marj/RK-HTM-onrapor-2021-para244-245-odeme-vadeleri.txt,kanal-marj-uzmani,-,C-601,"KAPSAM UYARISI (cok onemli): bu rakamlar SUT URUNLERI kategorisine aittir, SARABA AIT DEGILDIR. Ayrica 2020 verisidir ve 6585 m.7/3'un 60 gun tavani 01.01.2024'te yururluge girmistir; yani bu gozlem TAVAN ONCESI donemi olcer. Raporun 69 nolu dipnotu: bazi firmalarin bildirdigi organize kanal vadeleri SOZLESMEDEKI STANDART surelerdir, 'fiili sureler aslinda sozlesmede yer alan surelerden cok daha uzun olabilmektedir'. Sarap icin kullanimi ESTIMATE'tir, FACT degildir."
EV-2026-08-10-610,"Ayni On Rapor para.149-154: perakendecilerin tedarikcilerden aldigi bedeller RAF BEDELI, URUN LISTELEME BEDELI, INSERT BEDELI, ENERJI BEDELI, TESHIR BEDELI (sepet/kule/gondol/stand/palet), YILSONU ISKONTOSU, KAMPANYA BEDELI, YENI URUN TANITIM BEDELI, VERI PAYLASIM BEDELI ve CIRO PRIMI adlari altinda alinmaktadir. Ankete katilan 20 tedarikcinin TAMAMI ek bedel odedigini ve talebin PERAKENDECIDEN geldigini beyan etmistir. Indirim marketleri ek bedel yerine URUNUN NET FIYATI uzerinden pazarlik yapmayi tercih etmektedir. Bedellerin ciroya oranlari raporda TICARI SIR olarak KARARTILMISTIR.",10 farkli bedel kalemi adi; 20/20 tedarikci odemektedir; ORANLAR KARARTILMIS (UNKNOWN),-,T2,"Rekabet Kurumu HTM Sektor Incelemesi On Raporu, Subat 2021, s.61-63, para.148-154 ve Tablo 31",https://www.rekabet.gov.tr/Dosya/geneldosya/htm-perakendeciligi-sektor-incelemesi-on-raporu-pdf,2021-02-05,2021-02-05,2026-08-10,HIGH,FACT,1y,10-evidence/raw/snapshots/kanal-marj/RK-HTM-onrapor-2021-para148-154-ek-bedeller.txt,kanal-marj-uzmani,-,-,"BU KART BIR KALEM LISTESIDIR, BIR TUTAR DEGILDIR. Turkiye'nin en kapsamli resmi perakende calismasinda bile bedellerin CIROYA ORANI ticari sir olarak karartilmistir -> kamuya acik kaynaktan listeleme bedeli TUTARI cikarilamaz. Bu, bu ajanin 'listeleme bedeli UNKNOWN' sonucunun EN GUCLU dayanagidir. Ayrica indirim marketlerinin net fiyat uzerinden pazarlik tercihi, kanal secimine gore MALIYET YAPISININ DEGISTIGINI gosterir (ayni toplam, farkli satirlar)."
