EV-2026-08-09-201,Piyasaya arz edilecek alkollu icki ithalatinda firmalar Kuruma (Tarim ve Orman Bakanligi/TADAB) 'alkollu icki bildirimi' yapmak zorundadir; alkollu ickide 'ithalata uygunluk belgesi' degil BILDIRIM rejimi uygulanir.,alkollu icki bildirimi zorunlu,-,T1,Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik (TADAB konsolide metin),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2008-02-22,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,Madde 5 ikinci fikra (Ek: RG-22/2/2008-26795). Ek-1B'de yer alan alkollu ickiler icin. Etil alkol/metanol icin ise ithalata uygunluk belgesi gerekir (Madde 5/1) - sarap icin gecerli degil.
EV-2026-08-09-202,"Alkollu icki bildirimi, ihracatci ulkede cikis islemleri TAMAMLANMADAN ONCE Kuruma intikal ettirilmelidir; bildirim marka bazinda duzenlenir.",cikis oncesi bildirim,-,T1,Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik (TADAB konsolide metin),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2008-02-22,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,Madde 6 birinci fikra. Belgeler dilekce giris kaydini takip eden en gec 15 gun icinde teslim edilir (Madde 6). Takvim acisindan kritik: yukleme oncesi adim.
EV-2026-08-09-203,"Dagitim yetki belgesi olmadan alkollu icki ITHALATI YAPILAMAZ; belge gecerlilik suresi iki yildir; basvuruda hesaplanan bedelin dortte biri, bakiyesi belge verilirken tahsil edilir.",2,yil,T1,Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik (TADAB konsolide metin),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2015-12-31,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,Madde 12 birinci fikra (Degisik: RG-31/12/2015-29579). Yenileme basvurusu sure bitiminden 30 gun once yapilir. Sure icinde yenilemeyenler icin 3 ay icinde basvuruda bedel IKI KAT tahsil edilir (Ek fikra RG-2/2/2023-32092).
EV-2026-08-09-204,Dagitim yetki belgesi basvurusu icin (a) alkollu icki ithalatcilarinda alkollu icki bildirimi ve (b) tanimlanan ozelliklere uygun DEPO ve NAKIL ARACI olduguna dair faaliyet dosyasi zorunludur.,depo + nakil araci + bildirim,-,T1,Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik (TADAB konsolide metin),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2008-02-22,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,"Madde 10. Depo: sadece bu ise ayrilmis veya diger gida urunlerinden tefrik edilmis, guvenligi saglanmis, marka bazinda siniflandirma ve sayima imkan verecek boyutta, UZERINDE KURUMUN YETKI BELGESINI TASIYAN depo. Kendi deposu yerine 'akde baglanmis dagitim agi kullanicisi' olmak da kabul ediliyor - 3PL modeline acik kapi."
EV-2026-08-09-205,"Alkollu icki ithalatcisi olacak tuzel kisiden istenen firma belgeleri: Turkiye Ticaret Sicili Gazetesinde yayimlanmis ana sozlesme, en yuksek karar organi baskan ve uyeleri icin adli sicil belgesi, muaccel vergi ve prim borcu bulunmadigina iliskin belge. Mevzuatta ASGARI SERMAYE sarti bulunamadi.",asgari sermaye sarti YOK (mevzuatta bulunamadi),-,T1,Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik (TADAB konsolide metin),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2021-04-25,2026-08-09,MEDIUM,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,Madde 6(a). Ana sozlesme sarti RG-25/4/2021-31465 ile guncellendi. Genel TTK asgari sermaye tutarlari alkol mevzuatinin disindadir ve bu kartin kapsaminda DEGILDIR.
EV-2026-08-09-206,"2026 yili dagitim yetki belgesi MAKTU bedeli; sarap, kopuren sarap (2204.10) ve aromatize sarap icin 20.000 litre veya daha az faaliyet hacminde en az 68.375 TL, 20.000 litreden fazla faaliyet hacminde en az 170.908 TL'dir.",68375 | 170908,TRY,T1,Resmi Gazete 30/12/2025-33123 | Teblig No 2025/39 (Tarim ve Orman Bakanligi),https://www.tarimorman.gov.tr/TADAB/Belgeler/Tebli%C4%9Fler/TEBLIG%20NO%202025-39.pdf,2025-12-30,2026-01-01,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_teblig-2025-39-bedeller.pdf,mevzuat-ruhsat-uzmani,-,-,Teblig 2025/39 Madde 1(b). Esik: yillik faaliyet hacmi 20.000 litre (=26.667 adet 750 ml sise).
EV-2026-08-09-207,"2026 yili dagitim yetki belgesi bedeli; sarap/kopuren sarap (2204.10)/aromatize sarap icin faaliyet hacmi uzerinden beher bin litre basina 427,15 TL'dir.",427.15,TRY/1000 litre,T1,Resmi Gazete 30/12/2025-33123 | Teblig No 2025/39 (Tarim ve Orman Bakanligi),https://www.tarimorman.gov.tr/TADAB/Belgeler/Tebli%C4%9Fler/TEBLIG%20NO%202025-39.pdf,2025-12-30,2026-01-01,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_teblig-2025-39-bedeller.pdf,mevzuat-ruhsat-uzmani,-,-,Teblig 2025/39 Madde 1(c). Maktu bedel ile hacim bedelinin nasil birlestigi ('en az' ifadesi) yorum gerektirir - bkz. EV-2026-08-09-215 (ESTIMATE) ve T-202.
EV-2026-08-09-208,2026 yili dagitim yetki belgesi YENILEME bedeli kategori ve alt kategori bazinda ayri ayri 46.970 TL'dir.,46970,TRY,T1,Resmi Gazete 30/12/2025-33123 | Teblig No 2025/39 (Tarim ve Orman Bakanligi),https://www.tarimorman.gov.tr/TADAB/Belgeler/Tebli%C4%9Fler/TEBLIG%20NO%202025-39.pdf,2025-12-30,2026-01-01,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_teblig-2025-39-bedeller.pdf,mevzuat-ruhsat-uzmani,-,-,Teblig 2025/39 Madde 1(c). Yenileme 2 yilda bir (belge suresi 2 yil).
EV-2026-08-09-209,"2026 yili HIZMET BEDELI; sarap, kopuren sarap (2204.10) ve aromatize sarap icin aylik satis raporuna gore beher bin litre basina 211,60 TL'dir.",211.60,TRY/1000 litre,T1,Resmi Gazete 30/12/2025-33123 | Teblig No 2025/39 (Tarim ve Orman Bakanligi),https://www.tarimorman.gov.tr/TADAB/Belgeler/Tebli%C4%9Fler/TEBLIG%20NO%202025-39.pdf,2025-12-30,2026-01-01,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_teblig-2025-39-bedeller.pdf,mevzuat-ruhsat-uzmani,-,-,"Teblig 2025/39 Madde 1(a). Satilan hacim uzerinden surekli/degisken maliyet kalemi. 750 ml sise basina 0,1587 TL karsilik gelir (turetme: 211,60/1000*0,75)."
EV-2026-08-09-210,"Alkollu icki uretici ve ithalatcilari, tutun mamulu ve alkollu icki toptan saticilarina ayri bir toptan satis belgesi almadan satis yapabilir; ancak DOGRUDAN perakende saticilara ve/veya acik alkollu icki saticilarina satis yapmak isterlerse TOPTAN SATIS BELGESI almalari zorunludur. Urunlerin satisa sunuldugu her yer ve muhafaza edildigi her depo icin AYRI satis belgesi alinir.",toptan satis belgesi zorunlu (dogrudan perakende/HoReCa satisinda),-,T1,Resmi Gazete 7/1/2011-27808 | Tutun Mamulleri ve Alkollu Ickilerin Satisina ve Sunumuna Iliskin Usul ve Esaslar Hakkinda Yonetmelik (konsolide metin aynasi),https://www.gumruk.com.tr/files/tutun_mamulleri_ve_alkollu_ickilerin_satisina_ve_sunumuna_iliskin_usul_ve_esaslar_hakkinda_yonetmelik.htm,2011-01-07,2011-01-07,2026-08-09,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_satis-sunum-yonetmeligi.html,mevzuat-ruhsat-uzmani,-,-,Madde 7 birinci fikra (a) ve (b) bentleri. Kanal onceligi 'chain retail' oldugundan bu belge bu proje icin FIILEN ZORUNLUDUR. Her depo icin ayri belge => coklu depo modelinde bedel katlanir.
