EV-2026-08-10-201,"4250 s.K. m.1 ucuncu fikra (yururlukteki metin, verbatim): 'Ithalatci firmalarin, ulke genelinde kurulus yeri nerede olursa olsun her saticinin siparis verdigi urunleri yerinde teslim etmeleri uretici firmalarin ise en az bir milyon litre yil kapasiteli yeni teknoloji ile kurulmus entegre tesis kurmalari sarttir. Yillik en az bir milyon litre yil ayri ayri uretim, satis veya dis alim miktarina ulasan firmalar, bu faaliyetlerini yurutmek ve fiyat belirlemekte serbesttir. Bu sartlari yerine getiremeyen firmalarin urettikleri veya ithal ettikleri ispirto ve ispirtolu ickilerin fiyatlandirilmasi, satis ve dagitimi Tekel Genel Mudurlugu eliyle yapilir. Yurt icinde uretilen veya ithal edilen urunler arasinda ayrim yapilmaz.'",1000000,litre/yil (fiyat belirleme serbestisi esigi),T1,"4250 sayili Ispirto ve Ispirtolu Ickiler Inhisari Kanunu, konsolide metin (Tarim ve Orman Bakanligi TADAB yayini, mevzuat.gov.tr Dustur dizgisi)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/4250.pdf,1942-06-12,2001-01-20,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_4250-sayili-kanun.pdf,mevzuat-ruhsat-uzmani,-,C-201,"Fikranin kaynagi: Degisik 11/1/2001-4619/1 md. Yururluge girisi kanunun kendi tablosunda 20/1/2001'dir (EV-2026-08-09-227'de 2001-01-11 yazilmisti; o kabul tarihidir, YURURLUK tarihi degildir - bu kart o alani duzeltir). UC AYRI YUKUMLULUK ICERIR: (1) ithalatci icin ulke geneli yerinde teslim SARTI - hacimden BAGIMSIZ; (2) URETICI icin 1.000.000 litre/yil kapasiteli entegre TESIS KURMA sarti - ithalatciya uygulanmaz; (3) 1.000.000 litre/yil uretim/satis/DIS ALIM hacmine ulasanlar icin FIYAT BELIRLEME SERBESTISI. Ucuncu cumledeki yaptirim bir idari para cezasi degil, TEKEL GENEL MUDURLUGU ELIYLE fiyatlandirma/satis/dagitim mekanizmasidir."
EV-2026-08-10-202,"4250 s.K. m.1 son fikra (verbatim): 'Bira ve her turlu sarap ve meyve saraplarinin uretimi, fiyatlandirilmasi, dagitilmasi ve satilmasi ile viski ve tabii kopuren saraplarin ithali, fiyatlandirilmasi, dagitilmasi ve satilmasi bu maddede ongorulen sartlar aranmaksizin, bu Kanun hukumlerine gore serbesttir.'",muafiyet: her turlu sarabin uretimi + fiyatlandirilmasi + dagitilmasi + satilmasi; ithali yonunden yalnizca viski ve tabii kopuren sarap,-,T1,"4250 sayili Ispirto ve Ispirtolu Ickiler Inhisari Kanunu, konsolide metin (TADAB yayini)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/4250.pdf,1942-06-12,2001-01-20,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_4250-sayili-kanun.pdf,mevzuat-ruhsat-uzmani,-,C-252,"LAFZI YAPI (kart yorum yapmaz, yapiyi kaydeder): tamlayan konumunda UC URUN GRUBU vardir - 'bira', 'her turlu sarap', 'meyve saraplari' - ve bunlarin DORT faaliyeti (uretimi, fiyatlandirilmasi, dagitilmasi, satilmasi) m.1 sartlarindan muaftir. Cumlenin 'ile' baglaciyla gelen ikinci kolunda 'viski ve tabii kopuren saraplarin ITHALI' ayrica sayilmistir. Buradan iki farkli lafzi okuma dogar: (A) durgun sarabin FIYATLANDIRILMASI/DAGITIMI/SATISI - ithal olsun olmasin - m.1 sartlarindan muaftir, yalnizca ITHAL ETME EYLEMI muafiyet listesinde yoktur; (B) muafiyet yalnizca YURT ICINDE URETILEN saraba iliskindir. Bu iki okuma C-252 olarak kaydedilmistir; bu kartta secim YAPILMAMISTIR."
EV-2026-08-10-203,4250 s.K. m.1'in dorduncu fikrasi 27/5/2004-5179/38 md. ile MULGA'dir; besinci fikra: 'Ucuncu fikrada belirlenen sartlarin yerine getirilip getirilmediginin tespiti ve takibi dogrudan Tekel Genel Mudurlugu tarafindan yapilar [sic].',m.1/4 MULGA; m.1/5 tespit-takip mercii metinde 'Tekel Genel Mudurlugu',-,T1,"4250 sayili Ispirto ve Ispirtolu Ickiler Inhisari Kanunu, konsolide metin (TADAB yayini)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/4250.pdf,1942-06-12,2004-06-05,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_4250-sayili-kanun.pdf,mevzuat-ruhsat-uzmani,-,-,"FIKRA NUMARALANDIRMA DUZELTMESI: TUR 1 raporunda 'm.1/5' diye anilan MUAFIYET fikrasi, mulga dorduncu fikra da sayildiginda metnin ALTINCI fikrasidir (EV-2026-08-10-202). Besinci fikra tespit/takip fikrasidir. Bu kart TUR 1'deki numaralandirmayi duzeltir. 5179 s.K. yururluk tarihi kanunun kendi tablosunda 5/6/2004'tur. Metindeki 'yapilar' yazimi resmi konsolide metinde bu sekildedir."
EV-2026-08-10-204,"4619 s.K. Gecici m.1 (4250 sayili ana kanuna ISLENEMEYEN HUKUM, verbatim): 'Bu Kanunun 1 inci maddesinin ucuncu fikrasindaki bir milyon litre/yil disalim ve satis miktari olcusu, bu Kanunun yururluge girdigi tarihi izleyen birinci takvim yili sonuna kadar bir milyon, ikinci takvim yili sonuna kadar dokuz yuz bin, ucuncu takvim yiil [sic] sonuna kadar sekiz yuz bin, dorduncu takvim yili sonuna kadar yedi yuz bin ve besinci takvim yili sonuna kadar alti yuz bin litre/yil olarak uygulanir. Altinci yildan itibaren uygulanacak olan bu olcuyu sifira indirmeye Bakanlar Kurulu yetkilidir.'",600000,litre/yil (besinci takvim yili sonu itibariyla uygulanan olcu),T1,11/1/2001 tarihli ve 4619 sayili Kanun Gecici m.1 - 4250 sayili Kanunun konsolide metnindeki 'Ana Kanuna Islenemeyen Hukumler' bolumu (TADAB yayini),https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/4250.pdf,2001-01-11,2001-01-20,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_4250-sayili-kanun.pdf,mevzuat-ruhsat-uzmani,EV-2026-08-09-227,C-251,"KRITIK: 4250 m.1/3'un metnindeki 1.000.000 rakami, en gec besinci takvim yili sonundan itibaren ARTIK UYGULANAN RAKAM DEGILDIR; kademeli indirim 600.000 litre/yil ile sona ermistir (bkz. EV-2026-08-10-205: Yonetmelik Gecici m.6 bunu takvim yillariyla 2006 sonu olarak somutlastirir). 'Altinci yildan itibaren uygulanacak olan bu olcu'nun 600.000 olarak mi devam ettigi yoksa kanundaki 1.000.000'a mi dondugu LAFZEN ACIK DEGILDIR -> C-251. Bu belirsizlik bu projenin bes hacim senaryosu icin MADDI DEGILDIR (bkz. EV-2026-08-10-215). Bakanlar Kurulunun olcuyu sifira indirdigine dair bir karar bu turda BULUNAMAMISTIR -> EV-2026-08-10-214 (UNKNOWN)."
EV-2026-08-10-205,"Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik GECICI MADDE 6 (verbatim): '4619 sayili Kanun ile degisik 4250 sayili Kanunun 1 inci maddesinin ucuncu fikrasindaki bir milyon litre/yil dis alim veya satis miktari olcusu, 2002 yili sonuna kadar bir milyon, 2003 yili sonuna kadar dokuzyuzbin, 2004 yili sonuna kadar sekizyuzbin, 2005 yili sonuna kadar yediyuzbin, 2006 yili sonuna kadar altiyuzbin litre olarak uygulanir. 2007 yilindan itibaren uygulanacak olcuyu sifira indirmeye Bakanlar Kurulu yetkilidir.'",600000,litre/yil (2006 yili sonu itibariyla uygulanan olcu),T1,"Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik, yururlukteki konsolide metin (TADAB yayini)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2003-06-06,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,C-251,"Ikincil mevzuat, 4619 Gecici m.1'deki gorece belirsiz 'takvim yili' ifadesini SOMUT YILLARLA sabitlemistir: kademeli takvim 2006 SONUNDA sona erer. Yonetmelik bu turda tespit edilen en son degisiklikle (RG 2/2/2023-32092) birlikte yururluktedir ve Gecici m.6 DEGISTIRILMEMISTIR. Yonetmelikte '1.000.000 / bir milyon' ifadesinin gectigi TEK YER bu gecici maddedir (tam metin taramasi: 1 esleme). Esas maddelerde (m.5-m.20) hicbir hacim esigi YOKTUR -> EV-2026-08-10-206."
EV-2026-08-10-206,"Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmeligin yururlukteki tam metninde 'fiyat' kokunu iceren HICBIR kelime gecmemektedir (0 esleme) ve 'bir milyon / 1.000.000' ifadesi yalnizca Gecici m.6'da gecmektedir (1 esleme, esas maddelerde 0). Yonetmeligin esas maddelerinde ithalatci icin asgari faaliyet hacmi esigi ve fiyat belirleme kisiti bulunmamaktadir.",fiyat: 0 esleme | 'bir milyon': yalnizca Gecici m.6,metin ici tam sayim,T1,"Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik, yururlukteki konsolide metin (TADAB yayini)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2003-06-06,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,"YONTEM: PDF, pdftotext -layout ile duz metne cevrilip buyuk/kucuk harf duyarsiz tam metin taramasi yapildi ('fiyat' 0, 'milyon' 1, 'Tekel' 0). BU KARTIN KAPSAMI SINIRLIDIR: yalnizca BU YONETMELIGIN METNI hakkinda konusur, 'Turkiye'de alkollu ickide fiyat duzenlemesi yoktur' anlamina GELMEZ (negatif ispat yapilamaz). Yonetmeligin onemi, 4733 s.K. m.9/B'nin (EV-2026-08-10-209) 'uretim sartini karsilamayan firma mamullerinin fiyatlandirilmasi, dagitilmasi, satisi'ni duzenleme yetkisini bu Yonetmelige devretmis olmasidir: devredilen yetki bu metinde KULLANILMAMISTIR."
EV-2026-08-10-207,"Yonetmelik m.10/b ve m.12/1 uyarinca dagitim yetki belgesi basvurusunda firmadan 'planladigi yillik faaliyet hacmini gosteren faaliyet dosyasi' istenir ve bu hacim yalnizca BEDEL MATRAHIDIR; hicbir asgari hacim esigi yeterlilik sarti olarak aranmaz. m.12/1: 'Yillik faaliyet hacminin, o yil icin ongorulen litre miktarini asmasi halinde ise asan miktara iliskin bedel Kurum tarafindan ayrica tahsil edilir.'",asgari faaliyet hacmi sarti: YOK (yeterlilik olarak); faaliyet hacmi = bedel matrahi,-,T1,"Resmi Gazete 6/6/2003-25130 | Alkol ve Alkollu Ickilerin Ic ve Dis Ticaretine Iliskin Usul ve Esaslar Hakkinda Yonetmelik m.10, m.12 (TADAB konsolide metin)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/7.5.6203-yonetmelik.pdf,2003-06-06,2015-12-31,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-09-2xx_ticaret-yonetmeligi-7.5.6203.pdf,mevzuat-ruhsat-uzmani,-,-,"m.10/b (Degisik: RG-6/7/2007-26574, yururluk 24/7/2007) ve m.12/1 (Degisik: RG-31/12/2015-29579). effective_date olarak m.12/1'in son degisiklik tarihi yazilmistir. Bedel matrahi kirilimi Yonetmelik m.14/2'de sarap icin 20.000 litre/yil'dir; 2026 tutarlari icin bkz. EV-2026-08-09-206/207. Yani yururlukteki tarifenin kendisi 20.000 litre/yil ve ALTINDA faaliyet gosteren sarap ithalatcisi icin fiyatlandirilmis bir sinif ONGORMEKTEDIR."
EV-2026-08-10-208,"4733 s.K. m.4/B (verbatim, kismi): 'Bu Kanun hukumleri cercevesinde asagida belirtilen gorevler Gida, Tarim ve Hayvancilik Bakanligi tarafindan yurutulur. ... b) ... 8/6/1942 tarihli ve 4250 sayili Ispirto ve Ispirtolu Ickiler Inhisari Kanununun uygulanmasina yonelik islemlere ve bu islemlerin teknik kontrolune iliskin calismalari yurutmek.'",4250'nin uygulanmasi -> Tarim ve Orman Bakanligi (TADAB),-,T1,"4733 sayili Tutun, Tutun Mamulleri ve Alkol Piyasasinin Duzenlenmesine Dair Kanun, konsolide metin (TADAB yayini)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/4733.pdf,2002-01-09,2017-12-24,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-10-2xx_4733-sayili-kanun.pdf,mevzuat-ruhsat-uzmani,-,C-201,"Madde 4/B (Ek: 20/11/2017-KHK-696/78 md.; Aynen kabul: 1/2/2018-7079/73 md.). effective_date KHK-696'nin yururluk tarihidir (24/12/2017); kanunlasma 8/3/2018. BU KART C-201'IN BIR AYAGINI KAPATIR: '4250'yi uygulayacak merci ortadan kalkti' iddiasi YANLISTIR - 4250'nin uygulanmasi T1 duzeyinde acikca Bakanliga verilmistir. ANCAK bu, 4250 m.1/3'un ucuncu cumlesindeki TICARI mekanizmanin (fiyatlandirma/satis/dagitimin 'Tekel Genel Mudurlugu ELIYLE' yapilmasi) bugun kimin eliyle yapilacagini GOSTERMEZ; o soru ayrica UNKNOWN'dir (bkz. EV-2026-08-10-214)."
EV-2026-08-10-209,"4733 s.K. m.9/B (verbatim, kismi): 'Tutun ve tutun mamulleri ile alkol ve alkollu ickilerin ic ve dis ticareti, ... uretim sartini karsilamayan firma mamullerinin fiyatlandirilmasi, dagitilmasi, satisi ve kontrolu ile bayilikler verilmesi, ... ve 4250 sayili Ispirto ve Ispirtolu Ickiler Inhisari Kanunu ile bu Kanunun uygulanmasiyla ilgili diger usul ve esaslar Gida, Tarim ve Hayvancilik Bakanligi tarafindan cikarilacak yonetmeliklerle duzenlenir.'",uretim sartini karsilamayan firma mamullerinin fiyatlandirilmasi -> yonetmelige devredilmis yetki,-,T1,"4733 sayili Kanun m.9/B, konsolide metin (TADAB yayini)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/4733.pdf,2002-01-09,2017-12-24,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-10-2xx_4733-sayili-kanun.pdf,mevzuat-ruhsat-uzmani,-,C-201,"Madde 9/A mulga (KHK-696/82); 9/B yururluktedir, 'Kurum' ibareleri KHK-696 ile 'Gida, Tarim ve Hayvancilik Bakanligi' olarak degistirilmistir (effective_date bu degisiklige gore). ONEMI: kanun koyucu, sarti karsilamayan firmalarin urunlerinin fiyatlandirilmasi/dagitimi/satisi konusunu ACIKCA bir YONETMELIGE birakmistir. Alkol tarafinda bu yonetmelik 7.5.6203'tur ve o metinde boyle bir mekanizma KURULMAMISTIR (EV-2026-08-10-206). Bu kart yalnizca yetki devrini kaydeder; sonucu turetmez."
EV-2026-08-10-210,"4733 s.K. m.8 (verbatim, kismi): 'Yukarida sayilan fiiller disinda, bu Kanun ile 4250 sayili Kanuna veya bu kanunlara gore yururluge konulmus yonetmeliklere ya da Gida, Tarim ve Hayvancilik Bakanliginca verilen belgelerde yer alan sartlara uyulmadiginin tespiti halinde, ilgili gercek ve tuzel kisiler uyarilir ve aykiriligin giderilmesi icin uygun bir sure verilir. ... Verilen sure sonunda aykiriligin devam etmesi halinde veya aykiriligin giderilmesinin mumkun olmadigi hallerde sure verilmeksizin Gida, Tarim ve Hayvancilik Bakanliginca verilen belgeler iptal edilir.'",artik yaptirim: uyari -> sure -> BELGE IPTALI,-,T1,"4733 sayili Kanun m.8, konsolide metin (TADAB yayini)",https://www.tarimorman.gov.tr/TADAB/Belgeler/Alkoll%C3%BC%20%C4%B0%C3%A7kiler/%C4%B0lgili%20Mevzuat%20D%C3%BCzenlemeleri/4733.pdf,2002-01-09,2017-12-24,2026-08-10,HIGH,FACT,180d,10-evidence/raw/snapshots/EV-2026-08-10-2xx_4733-sayili-kanun.pdf,mevzuat-ruhsat-uzmani,-,C-201,PROJE ALEYHINE OLAN BULGU - RAPORDA GIZLENMEMISTIR. 4250'ye aykirilik yaptirimsiz DEGILDIR: sayilmayan tum aykiriliklar icin uyari + sure + BELGE IPTALI mekanizmasi vardir. Dolayisiyla 4250 m.1/3'teki 'ulke geneli yerinde teslim' SARTININ ihlali teorik olarak dagitim yetki belgesinin iptaline kadar gidebilir. Hacim esiginin ise bir 'sart ihlali' mi yoksa yalnizca bir 'serbestlik kazanma esigi' mi oldugu lafzen tartismalidir (bkz. EV-2026-08-10-201 notes).
